lambda r 
2999.30888 124.022655
3001.237696 128.508753
3003.166512 133.321242
3005.095328 137.600709
3007.024144 141.881072
3008.95296 146.114128
3010.881776 150.038286
3012.810592 153.577648
3014.739408 157.376249
3016.668224 160.724635
3018.59704 164.443085
3020.525856 167.980782
3022.454672 171.321606
3024.383488 174.639511
3026.312304 178.005778
3028.24112 181.442032
3030.169936 185.00689
3032.098752 188.727783
3034.027568 192.309048
3035.956384 196.027758
3037.8852 200.096581
3039.814016 204.054061
3041.742832 208.397849
3043.671648 212.675613
3045.600464 217.114339
3047.52928 221.731149
3049.458096 226.159675
3051.386912 231.231154
3053.315728 235.982407
3055.244544 241.109014
3057.17336 246.279743
3059.102176 251.520743
3061.030992 257.197475
3062.959808 262.426569
3064.888624 268.266353
3066.81744 273.326537
3068.746256 279.820202
3070.675072 285.730345
3072.603888 291.707578
3074.532704 297.504338
3076.46152 303.966626
3078.390336 310.485061
3080.319152 317.028635
3082.247968 323.873203
3084.176784 330.855194
3086.1056 336.685383
3088.034416 343.700989
3089.963232 350.646423
3091.892048 357.960657
3093.820864 364.797121
3095.74968 372.077481
3097.678496 379.510799
3099.607312 387.333776
3101.536128 394.080523
3103.464944 401.102776
3105.39376 408.941381
3107.322576 416.872168
3109.251392 424.306252
3111.180208 431.458685
3113.109024 439.416746
3115.03784 445.803821
3116.966656 454.596672
3118.895472 462.858228
3120.824288 470.249664
3122.753104 477.415302
3124.68192 484.708344
3126.610736 492.322583
3128.539552 500.0163
3130.468368 509.16181
3132.397184 512.9324
3134.326 519.404508
3136.254816 528.853775
3138.183632 535.869178
3140.112448 540.096642
3142.041264 546.557743
3143.97008 552.575163
3145.898896 559.415725
3147.827712 565.043371
3149.756528 571.635088
3151.685344 572.909474
3153.61416 581.430022
3155.542976 584.089389
3157.471792 588.83315
3159.400608 588.743561
3161.329424 593.114563
3163.25824 592.324277
3165.187056 601.271966
3167.115872 600.592267
3169.044688 599.650246
3170.973504 603.463245
3172.90232 606.046551
3174.831136 601.51373
3176.759952 605.482566
3178.688768 598.141178
3180.617584 605.647914
3182.5464 601.873309
3184.475216 601.952643
3186.404032 598.947348
3188.332848 595.684871
3190.261664 590.318845
3192.19048 587.701587
3194.119296 586.410259
3196.048112 583.398939
3197.976928 574.844076
3199.905744 573.053249
3201.83456 567.197473
3203.763376 571.576727
3205.692192 560.939528
3207.621008 559.658325
3209.549824 551.571747
3211.47864 545.196828
3213.407456 543.949785
3215.336272 532.625722
3217.265088 526.831745
3219.193904 526.388754
3221.12272 517.490918
3223.051536 516.247166
3224.980352 508.766661
3226.909168 504.589707
3228.837984 496.152962
3230.7668 489.909746
3232.695616 481.510742
3234.624432 480.52219
3236.553248 471.162255
3238.482064 467.016311
3240.41088 458.754224
3242.339696 462.497739
3244.268512 454.647565
3246.197328 445.378119
3248.126144 446.428734
3250.05496 442.327483
3251.983776 434.242303
3253.912592 426.714951
3255.841408 420.181735
3257.770224 419.020141
3259.69904 413.611249
3261.627856 412.624129
3263.556672 411.162694
3265.485488 410.410211
3267.414304 402.488381
3269.34312 400.632269
3271.271936 392.356374
3273.200752 390.02993
3275.129568 384.006412
3277.058384 383.863369
3278.9872 378.541074
3280.916016 383.122908
3282.844832 377.248771
3284.773648 378.860929
3286.702464 376.966888
3288.63128 371.215966
3290.560096 372.174885
3292.488912 366.873847
3294.417728 364.184836
3296.346544 368.15396
3298.27536 365.203147
3300.204176 367.141747
3302.132992 364.592587
3304.061808 367.636968
3305.990624 360.964437
3307.91944 362.101867
3309.848256 361.655927
3311.777072 360.531701
3313.705888 355.452613
3315.634704 360.578236
3317.56352 359.085928
3319.492336 361.353898
3321.421152 357.921516
3323.349968 364.843419
3325.278784 362.397262
3327.2076 365.496107
3329.136416 360.86966
3331.065232 364.175819
3332.994048 364.129362
3334.922864 362.221811
3336.85168 363.116311
3338.780496 366.6418
3340.709312 367.56224
3342.638128 373.593411
3344.566944 371.665704
3346.49576 369.916079
3348.424576 373.063693
3350.353392 380.537623
3352.282208 377.242127
3354.211024 380.526912
3356.13984 379.472288
3358.068656 382.191045
3359.997472 389.340516
3361.926288 389.116643
3363.855104 393.697108
3365.78392 392.31123
3367.712736 393.989033
3369.641552 404.100191
3371.570368 397.672495
3373.499184 407.656746
3375.428 403.987737
3377.356816 410.587981
3379.285632 412.567969
3381.214448 420.725614
3383.143264 421.640566
3385.07208 424.027
3387.000896 428.085716
3388.929712 429.045258
3390.858528 432.109715
3392.787344 437.214341
3394.71616 438.683264
3396.644976 439.464086
3398.573792 443.14435
3400.502608 458.81958
3402.431424 457.432184
3404.36024 459.701604
3406.289056 458.549961
3408.217872 471.157639
3410.146688 465.387799
3412.075504 470.069863
3414.00432 467.335456
3415.933136 477.002102
3417.861952 475.461573
3419.790768 486.183045
3421.719584 479.848802
3423.6484 486.334458
3425.577216 487.42972
3427.506032 495.301186
3429.434848 492.590497
3431.363664 496.741305
3433.29248 490.878265
3435.221296 498.785579
3437.150112 500.956604
3439.078928 505.165969
3441.007744 506.011064
3442.93656 502.835242
3444.865376 510.344496
3446.794192 503.503256
3448.723008 500.899609
3450.651824 512.85019
3452.58064 503.241275
3454.509456 511.772589
3456.438272 506.03485
3458.367088 511.856104
3460.295904 509.835114
3462.22472 512.154932
3464.153536 507.514292
3466.082352 514.193908
3468.011168 509.594537
3469.939984 515.874028
3471.8688 510.112883
3473.797616 512.293
3475.726432 509.062223
3477.655248 513.381175
3479.584064 510.038447
3481.51288 509.036836
3483.441696 499.207949
3485.370512 510.761718
3487.299328 504.187811
3489.228144 500.619929
3491.15696 498.546474
3493.085776 497.171567
3495.014592 496.379698
3496.943408 495.706897
3498.872224 491.736794
3500.80104 494.462827
3502.729856 486.392226
3504.658672 483.396042
3506.587488 484.657968
3508.516304 484.270135
3510.44512 471.172228
3512.373936 476.394711
3514.302752 470.728402
3516.231568 472.907365
3518.160384 465.794385
3520.0892 467.585929
3522.018016 463.668801
3523.946832 459.178039
3525.875648 457.382476
3527.804464 451.219523
3529.73328 446.068844
3531.662096 446.349847
3533.590912 443.227589
3535.519728 442.34154
3537.448544 435.025398
3539.37736 436.873382
3541.306176 432.041768
3543.234992 430.449802
3545.163808 422.91227
3547.092624 418.491261
3549.02144 414.281331
3550.950256 415.137695
3552.879072 404.87499
3554.807888 405.123271
3556.736704 400.917986
3558.66552 399.874882
3560.594336 394.826837
3562.523152 394.990104
3564.451968 392.345365
3566.380784 383.255965
3568.3096 368.79628
3570.238416 375.456213
3572.167232 372.419303
3574.096048 369.361182
3576.024864 363.071187
3577.95368 360.972514
3579.882496 355.103334
3581.811312 353.263596
3583.740128 349.805786
3585.668944 349.559708
3587.59776 336.435056
3589.526576 333.835235
3591.455392 333.401479
3593.384208 329.433141
3595.313024 323.164951
3597.24184 320.007979
3599.170656 315.527198
3601.099472 311.421064
3603.028288 307.317692
3604.957104 306.376349
3606.88592 300.477086
3608.814736 293.534276
3610.743552 290.35899
3612.672368 288.647449
3614.601184 280.293486
3616.53 281.881394
3618.458816 272.899324
3620.387632 267.473644
3622.316448 265.033792
3624.245264 265.737692
3626.17408 261.364941
3628.102896 256.914515
3630.031712 239.642265
3631.960528 245.884423
3633.889344 239.186725
3635.81816 236.739689
3637.746976 232.130565
3639.675792 228.393151
3641.604608 224.454244
3643.533424 221.241848
3645.46224 218.599334
3647.391056 213.270711
3649.319872 204.091676
3651.248688 199.206464
3653.177504 196.722888
3655.10632 194.95461
3657.035136 186.454415
3658.963952 185.11699
3660.892768 180.297453
3662.821584 177.659155
3664.7504 172.760735
3666.679216 169.320243
3668.608032 164.814008
3670.536848 161.140361
3672.465664 156.866846
3674.39448 154.756413
3676.323296 150.307673
3678.252112 146.628163
3680.180928 142.468098
3682.109744 140.846277
3684.03856 138.563646
3685.967376 136.951977
3687.896192 134.460716
3689.825008 132.499853
3691.753824 130.036999
3693.68264 128.340261
3695.611456 126.173424
3697.540272 124.699792
3699.469088 122.845492
3701.397904 122.006443
3703.32672 120.029004
3705.255536 118.748438
3707.184352 117.842596
3709.113168 117.363557
3711.041984 116.400689
3712.9708 115.586382
3714.899616 114.12291
3716.828432 113.709606
3718.757248 113.564729
3720.686064 113.177431
3722.61488 112.698746
3724.543696 112.315563
3726.472512 111.903692
3728.401328 111.59477
3730.330144 111.279562
3732.25896 111.026894
3734.187776 110.718474
3736.116592 110.477183
3738.045408 110.207258
3739.974224 109.991131
3741.90304 109.739357
3743.831856 109.519195
3745.760672 109.267859
3747.689488 109.055529
3749.618304 108.815429
3751.54712 108.63766
3753.475936 108.435577
3755.404752 108.258342
3757.333568 108.058906
3759.262384 107.91807
3761.1912 107.739377
3763.120016 107.463468
3765.048832 107.448631
3766.977648 107.33897
3768.906464 107.211274
3770.83528 107.112807
3772.764096 106.998904
3774.692912 106.925648
3776.621728 106.83632
3778.550544 106.757556
3780.47936 106.670444
3782.408176 106.629758
3784.336992 106.520357
3786.265808 106.459179
3788.194624 106.3852
3790.12344 106.320992
3792.052256 106.257887
3793.981072 106.20228
3795.909888 106.129962
3797.838704 106.061122
3799.76752 105.991632
3801.696336 105.934304
3803.625152 105.878564
3805.553968 105.830422
3807.482784 105.774522
3809.4116 105.599054
3811.340416 105.671689
3813.269232 105.615691
3815.198048 105.550473
3817.126864 105.508908
3819.05568 105.453121
3820.984496 105.415201
3822.913312 105.374896
3824.842128 105.325835
3826.770944 105.300319
3828.69976 105.251437
3830.628576 105.194553
3832.557392 105.142493
3834.486208 105.060122
3836.415024 105.009698
3838.34384 104.950288
3840.272656 104.906363
3842.201472 104.850577
3844.130288 104.792264
3846.059104 104.710712
3847.98792 104.622112
3849.916736 104.590562
3851.845552 104.541801
3853.774368 104.491515
3855.703184 104.452083
3857.632 104.418651
3859.560816 104.388627
3861.489632 104.361911
3863.418448 104.340675
3865.347264 104.299741
3867.27608 104.280889
3869.204896 104.271096
3871.133712 104.270901
3873.062528 104.272307
3874.991344 104.274381
3876.92016 104.133428
3878.848976 104.258767
3880.777792 104.251691
3882.706608 104.239323
3884.635424 104.236681
3886.56424 104.23759
3888.493056 104.170375
3890.421872 104.238734
3892.350688 104.230553
3894.279504 104.21968
3896.20832 104.2007
3898.137136 104.177958
3900.065952 104.153728
3901.994768 104.140153
3903.923584 104.112985
3905.8524 104.096425
3907.781216 104.06912
3909.710032 104.014399
3911.638848 104.01027
3913.567664 103.981253
3915.49648 103.938397
3917.425296 103.904412
3919.354112 103.869997
3921.282928 103.841023
3923.211744 103.801711
3925.14056 103.767627
3927.069376 103.72507
3928.998192 103.692946
3930.927008 103.64929
3932.855824 103.616606
3934.78464 103.575495
3936.713456 103.544503
3938.642272 103.500306
3940.571088 103.469562
3942.499904 103.427044
3944.42872 103.38851
3946.357536 103.347341
3948.286352 103.319372
3950.215168 103.274677
3952.143984 103.239312
3954.0728 103.180648
3956.001616 103.159532
3957.930432 103.09852
3959.859248 103.138785
3961.788064 102.964591
3963.71688 102.983018
3965.645696 102.931544
3967.574512 102.949763
3969.503328 102.808817
3971.432144 102.794097
3973.36096 102.735494
3975.289776 102.876694
3977.218592 102.732046
3979.147408 102.857791
3981.076224 102.76151
3983.00504 102.773833
3984.933856 102.653194
3986.862672 102.796944
3988.791488 102.754655
3990.720304 102.78466
3992.64912 102.779803
3994.577936 102.836711
3996.506752 102.741767
3998.435568 102.854797
4000.364384 102.735758
